year,countyreal,lpop,lemp,first_treat,treat,cluster1
2003,18029,3.83100815871387,6.80239476332431,0,0,13
2004,18029,3.83100815871387,6.74405918631135,0,0,13
2005,18029,3.83100815871387,6.75693238924755,0,0,13
2006,18029,3.83100815871387,6.64898455002478,0,0,13
2007,18029,3.83100815871387,6.81014245011514,0,0,13
2003,18033,3.69597919122916,6.50727771238501,0,0,14
2004,18033,3.69597919122916,6.42162226780652,0,0,14
2005,18033,3.69597919122916,6.43615036836943,0,0,14
2006,18033,3.69597919122916,6.51174532964473,0,0,14
2007,18033,3.69597919122916,6.37842618365159,0,0,14
2003,18035,4.77718043011612,7.34729970074316,0,0,13
2004,18035,4.77718043011612,7.22766249872865,0,0,13
2005,18035,4.77718043011612,7.1929342212158,0,0,13
2006,18035,4.77718043011612,7.18992217074581,0,0,13
2007,18035,4.77718043011612,7.17472430983638,0,0,13
2003,18053,4.29596480671984,6.87109129461055,0,0,6
2004,18053,4.29596480671984,6.78105762593618,0,0,6
2005,18053,4.29596480671984,6.75809450442773,0,0,6
2006,18053,4.29596480671984,6.67076632084587,0,0,6
2007,18053,4.29596480671984,6.66568371778241,0,0,6
2003,18063,4.64528473032447,7.56060116276856,0,0,8
2004,18063,4.64528473032447,7.59789795052178,0,0,8
2005,18063,4.64528473032447,7.64444076155657,0,0,8
2006,18063,4.64528473032447,7.70616297019958,0,0,8
2007,18063,4.64528473032447,7.74066440191724,0,0,8
2003,18081,4.74674787021019,7.74975340627444,0,0,6
2004,18081,4.74674787021019,7.73805229768932,0,0,6
2005,18081,4.74674787021019,7.71868549519847,0,0,6
2006,18081,4.74674787021019,7.7106533235012,0,0,6
2007,18081,4.74674787021019,7.71646080017636,0,0,6
2003,18083,3.6701042987876,6.33150184989369,0,0,8
2004,18083,3.6701042987876,6.24997524225948,0,0,8
2005,18083,3.6701042987876,6.24804287450843,0,0,8
2006,18083,3.6701042987876,6.29341927884648,0,0,8
2007,18083,3.6701042987876,6.18208490671663,0,0,8
2003,18091,4.70144353815659,7.43543801981455,0,0,10
2004,18091,4.70144353815659,7.37337430991005,0,0,10
2005,18091,4.70144353815659,7.39510754656249,0,0,10
2006,18091,4.70144353815659,7.3790081276283,0,0,10
2007,18091,4.70144353815659,7.37148929521428,0,0,10
2003,18093,3.82694430506983,6.21060007702465,0,0,11
2004,18093,3.82694430506983,6.15485809401642,0,0,11
2005,18093,3.82694430506983,6.15697898558556,0,0,11
2006,18093,3.82694430506983,6.15909538849193,0,0,11
2007,18093,3.82694430506983,6.20253551718792,0,0,11
2003,18099,3.80950289643768,6.57368016696065,0,0,7
2004,18099,3.80950289643768,6.51471269087253,0,0,7
2005,18099,3.80950289643768,6.48004456192665,0,0,7
2006,18099,3.80950289643768,6.52356230614951,0,0,7
2007,18099,3.80950289643768,6.45833828334479,0,0,7
2003,18109,4.20004002177996,6.68085467879022,0,0,2
2004,18109,4.20004002177996,6.63068338564237,0,0,2
2005,18109,4.20004002177996,6.65929391968364,0,0,2
2006,18109,4.20004002177996,6.61606518513282,0,0,2
2007,18109,4.20004002177996,6.59714570188665,0,0,2
2003,18113,3.83460185845956,6.49072353450251,0,0,9
2004,18113,3.83460185845956,6.45676965557216,0,0,9
2005,18113,3.83460185845956,6.3919171133926,0,0,9
2006,18113,3.83460185845956,6.41999492814714,0,0,9
2007,18113,3.83460185845956,6.39692965521615,0,0,9
2003,18115,1.72686532931006,4.29045944114839,0,0,4
2004,18115,1.72686532931006,4.26267987704132,0,0,4
2005,18115,1.72686532931006,4.17438726989564,0,0,4
2006,18115,1.72686532931006,4.04305126783455,0,0,4
2007,18115,1.72686532931006,4.07753744390572,0,0,4
2003,18119,3.08126756166025,5.28320372873799,0,0,10
2004,18119,3.08126756166025,5.30330490805908,0,0,10
2005,18119,3.08126756166025,5.35185813347607,0,0,10
2006,18119,3.08126756166025,5.30826769740121,0,0,10
2007,18119,3.08126756166025,5.27299955856375,0,0,10
2003,18133,3.58404657700818,6.4425401664682,0,0,14
2004,18133,3.58404657700818,6.47697236288968,0,0,14
2005,18133,3.58404657700818,6.43294009273918,0,0,14
2006,18133,3.58404657700818,6.28785856016178,0,0,14
2007,18133,3.58404657700818,6.24610676548156,0,0,14
2003,18145,3.77149577029117,6.48768401848461,0,0,1
2004,18145,3.77149577029117,6.4723462945009,0,0,1
2005,18145,3.77149577029117,6.31173480915292,0,0,1
2006,18145,3.77149577029117,6.18826412308259,0,0,1
2007,18145,3.77149577029117,6.13556489108174,0,0,1
2003,18157,5.0036442469074,7.70616297019958,0,0,1
2004,18157,5.0036442469074,7.6425241342329,0,0,1
2005,18157,5.0036442469074,7.70751219460034,0,0,1
2006,18157,5.0036442469074,7.73587031995257,0,0,1
2007,18157,5.0036442469074,7.74196789982069,0,0,1
2003,18175,3.30406220422892,5.35185813347607,0,0,5
2004,18175,3.30406220422892,5.31811999384422,0,0,5
2005,18175,3.30406220422892,5.22035582507832,0,0,5
2006,18175,3.30406220422892,5.24702407216049,0,0,5
2007,18175,3.30406220422892,5.27299955856375,0,0,5
2003,18179,3.3178157727231,6.08449941307517,0,0,13
2004,18179,3.3178157727231,5.94803498918065,0,0,13
2005,18179,3.3178157727231,5.9295891433899,0,0,13
2006,18179,3.3178157727231,6.05208916892442,0,0,13
2007,18179,3.3178157727231,5.83188247728352,0,0,13
2003,18181,3.22949919650533,5.53338948872752,0,0,3
2004,18181,3.22949919650533,5.32300997913841,0,0,3
2005,18181,3.22949919650533,5.28826703069454,0,0,3
2006,18181,3.22949919650533,5.25749537202778,0,0,3
2007,18181,3.22949919650533,5.23110861685459,0,0,3
2003,19013,4.85212400952536,7.9043348420851,0,0,8
2004,19013,4.85212400952536,7.83794891602528,0,0,8
2005,19013,4.85212400952536,7.8407064517494,0,0,8
2006,19013,4.85212400952536,7.85476918349913,0,0,8
2007,19013,4.85212400952536,7.87929148508227,0,0,8
2003,19025,2.40829554741616,5.46806014113513,0,0,7
2004,19025,2.40829554741616,5.2257466737132,0,0,7
2005,19025,2.40829554741616,5.18738580584076,0,0,7
2006,19025,2.40829554741616,5.22035582507832,0,0,7
2007,19025,2.40829554741616,5.15329159449778,0,0,7
2003,19069,2.37061750338587,5.28320372873799,0,0,2
2004,19069,2.37061750338587,5.21493575760899,0,0,2
2005,19069,2.37061750338587,5.31320597904179,0,0,2
2006,19069,2.37061750338587,5.19849703126583,0,0,2
2007,19069,2.37061750338587,5.2040066870768,0,0,2
2003,19077,2.4294820261824,5.05624580534831,0,0,12
2004,19077,2.4294820261824,4.97673374242057,0,0,12
2005,19077,2.4294820261824,4.9416424226093,0,0,12
2006,19077,2.4294820261824,4.84418708645859,0,0,12
2007,19077,2.4294820261824,4.87519732320115,0,0,12
2003,19083,2.9344949640828,5.87493073085203,0,0,5
2004,19083,2.9344949640828,5.78689738136671,0,0,5
2005,19083,2.9344949640828,5.75257263882563,0,0,5
2006,19083,2.9344949640828,5.77144112313002,0,0,5
2007,19083,2.9344949640828,5.75257263882563,0,0,5
2003,19087,3.0123927144471,6.20253551718792,0,0,10
2004,19087,3.0123927144471,6.01126717440416,0,0,10
2005,19087,3.0123927144471,6.0137151560428,0,0,10
2006,19087,3.0123927144471,5.98896141688986,0,0,10
2007,19087,3.0123927144471,5.92692602597041,0,0,10
2003,19111,3.63895364534421,6.40687998606931,0,0,3
2004,19111,3.63895364534421,6.32076829425058,0,0,3
2005,19111,3.63895364534421,6.39359075395063,0,0,3
2006,19111,3.63895364534421,6.43615036836943,0,0,3
2007,19111,3.63895364534421,6.43294009273918,0,0,3
2003,19113,5.25593686652208,8.30992298925832,0,0,0
2004,19113,5.25593686652208,8.28702502516506,0,0,0
2005,19113,5.25593686652208,8.25400859056484,0,0,0
2006,19113,5.25593686652208,8.28526113406895,0,0,0
2007,19113,5.25593686652208,8.36985260351753,0,0,0
2003,19123,3.10615495480408,5.89989735358249,0,0,11
2004,19123,3.10615495480408,5.8406416573734,0,0,11
2005,19123,3.10615495480408,5.73657229747919,0,0,11
2006,19123,3.10615495480408,5.80211837537706,0,0,11
2007,19123,3.10615495480408,5.77455154554441,0,0,11
2003,19131,2.38637461872373,5.26785815906333,0,0,8
2004,19131,2.38637461872373,5.18738580584076,0,0,8
2005,19131,2.38637461872373,5.27811465923052,0,0,8
2006,19131,2.38637461872373,5.25749537202778,0,0,8
2007,19131,2.38637461872373,5.31811999384422,0,0,8
2003,19137,2.46563887943034,5.37527840768417,0,0,7
2004,19137,2.46563887943034,5.44673737166631,0,0,7
2005,19137,2.46563887943034,5.37989735354046,0,0,7
2006,19137,2.46563887943034,5.4510384535657,0,0,7
2007,19137,2.46563887943034,5.4553211153577,0,0,7
2003,19141,2.71482718538123,6.08904487544685,0,0,2
2004,19141,2.71482718538123,6.00141487796115,0,0,2
2005,19141,2.71482718538123,6.0330862217988,0,0,2
2006,19141,2.71482718538123,6.05208916892442,0,0,2
2007,19141,2.71482718538123,5.88610403145016,0,0,2
2003,19153,5.92586145952057,9.19136140537838,0,0,3
2004,19153,5.92586145952057,9.12565356380899,0,0,3
2005,19153,5.92586145952057,9.12956406194889,0,0,3
2006,19153,5.92586145952057,9.14729407025855,0,0,3
2007,19153,5.92586145952057,9.1557785839835,0,0,3
2003,19157,2.9346544240454,6.3456363608286,0,0,3
2004,19157,2.9346544240454,6.09582456243223,0,0,3
2005,19157,2.9346544240454,6.06378520868761,0,0,3
2006,19157,2.9346544240454,6.1463292576689,0,0,3
2007,19157,2.9346544240454,6.15485809401642,0,0,3
2003,19159,1.69909578436464,4.64439089914137,0,0,5
2004,19159,1.69909578436464,4.53259949315326,0,0,5
2005,19159,1.69909578436464,4.33073334028633,0,0,5
2006,19159,1.69909578436464,4.27666611901606,0,0,5
2007,19159,1.69909578436464,4.36944785246702,0,0,5
2003,19183,3.02868337369368,6.09582456243223,0,0,1
2004,19183,3.02868337369368,5.92692602597041,0,0,1
2005,19183,3.02868337369368,5.88887795833288,0,0,1
2006,19183,3.02868337369368,5.97888576490112,0,0,1
2007,19183,3.02868337369368,6.12468339089421,0,0,1
2003,19185,1.90657514365664,4.24849524204936,0,0,7
2004,19185,1.90657514365664,3.93182563272433,0,0,7
2005,19185,1.90657514365664,4.02535169073515,0,0,7
2006,19185,1.90657514365664,4.06044301054642,0,0,7
2007,19185,1.90657514365664,4.4188406077966,0,0,7
2003,19187,3.6947372635981,6.73340189183736,0,0,7
2004,19187,3.6947372635981,6.68336094576628,0,0,7
2005,19187,3.6947372635981,6.64898455002478,0,0,7
2006,19187,3.6947372635981,6.68336094576628,0,0,7
2007,19187,3.6947372635981,6.67329796776765,0,0,7
2003,20013,2.37248422037371,5.42934562895444,0,0,11
2004,20013,2.37248422037371,5.45958551414416,0,0,11
2005,20013,2.37248422037371,5.50125821054473,0,0,11
2006,20013,2.37248422037371,5.31811999384422,0,0,11
2007,20013,2.37248422037371,5.28320372873799,0,0,11
2003,20021,3.11817112074657,5.59098698051086,0,0,6
2004,20021,3.11817112074657,5.35658627467201,0,0,6
2005,20021,3.11817112074657,5.54517744447956,0,0,6
2006,20021,3.11817112074657,5.40267738187228,0,0,6
2007,20021,3.11817112074657,5.31811999384422,0,0,6
2003,20027,2.17724860168275,5.14166355650266,0,0,8
2004,20027,2.17724860168275,5.23644196282995,0,0,8
2005,20027,2.17724860168275,5.37063802812766,0,0,8
2006,20027,2.17724860168275,5.39362754635236,0,0,8
2007,20027,2.17724860168275,5.40267738187228,0,0,8
2003,20031,2.18211093952617,5.28826703069454,0,0,5
2004,20031,2.18211093952617,5.19849703126583,0,0,5
2005,20031,2.18211093952617,4.94875989037817,0,0,5
2006,20031,2.18211093952617,5.37527840768417,0,0,5
2007,20031,2.18211093952617,5.39362754635236,0,0,5
2003,20045,4.6047901137698,7.52240023138713,0,0,6
2004,20045,4.6047901137698,7.3664451483276,0,0,6
2005,20045,4.6047901137698,7.37525577800976,0,0,6
2006,20045,4.6047901137698,7.40306109109009,0,0,6
2007,20045,4.6047901137698,7.42654907239731,0,0,6
2003,20047,1.2380843339547,3.66356164612965,0,0,12
2004,20047,1.2380843339547,3.80666248977032,0,0,12
2005,20047,1.2380843339547,3.63758615972639,0,0,12
2006,20047,1.2380843339547,2.94443897916644,0,0,12
2007,20047,1.2380843339547,3.8286413964891,0,0,12
2003,20063,1.12102588350501,4.26267987704132,0,0,4
2004,20063,1.12102588350501,4.18965474202643,0,0,4
2005,20063,1.12102588350501,4.00733318523247,0,0,4
2006,20063,1.12102588350501,4.04305126783455,0,0,4
2007,20063,1.12102588350501,3.97029191355212,0,0,4
2003,20085,2.53821042181031,5.4380793089232,0,0,7
2004,20085,2.53821042181031,5.37527840768417,0,0,7
2005,20085,2.53821042181031,5.3890717298165,0,0,7
2006,20085,2.53821042181031,5.35185813347607,0,0,7
2007,20085,2.53821042181031,5.40717177146012,0,0,7
2003,20095,2.16021475170232,4.92725368515721,0,0,8
2004,20095,2.16021475170232,4.91265488573605,0,0,8
2005,20095,2.16021475170232,5.03695260241363,0,0,8
2006,20095,2.16021475170232,4.969813299576,0,0,8
2007,20095,2.16021475170232,5.05624580534831,0,0,8
2003,20103,4.22961818627967,6.59578051396131,0,0,10
2004,20103,4.22961818627967,6.58892647753352,0,0,10
2005,20103,4.22961818627967,6.46458830368996,0,0,10
2006,20103,4.22961818627967,6.49828214947643,0,0,10
2007,20103,4.22961818627967,6.45676965557216,0,0,10
2003,20133,2.83303685789521,6.11146733950268,0,0,7
2004,20133,2.83303685789521,5.92157841964382,0,0,7
2005,20133,2.83303685789521,5.82008293035236,0,0,7
2006,20133,2.83303685789521,5.84354441703136,0,0,7
2007,20133,2.83303685789521,5.72358510195238,0,0,7
2003,20137,1.78389529417125,4.7361984483945,0,0,3
2004,20137,1.78389529417125,4.70953020131233,0,0,3
2005,20137,1.78389529417125,4.85203026391962,0,0,3
2006,20137,1.78389529417125,4.79579054559674,0,0,3
2007,20137,1.78389529417125,4.64439089914137,0,0,3
2003,20143,1.81856367198011,3.95124371858143,0,0,8
2004,20143,1.81856367198011,3.98898404656427,0,0,8
2005,20143,1.81856367198011,3.98898404656427,0,0,8
2006,20143,1.81856367198011,4.18965474202643,0,0,8
2007,20143,1.81856367198011,4.06044301054642,0,0,8
2003,20145,1.97865388786714,4.49980967033027,0,0,8
2004,20145,1.97865388786714,4.48863636973214,0,0,8
2005,20145,1.97865388786714,4.63472898822964,0,0,8
2006,20145,1.97865388786714,4.80402104473326,0,0,8
2007,20145,1.97865388786714,4.70048036579242,0,0,8
2003,20171,1.63315443905142,5.03043792139244,0,0,10
2004,20171,1.63315443905142,4.91265488573605,0,0,10
2005,20171,1.63315443905142,4.81218435537242,0,0,10
2006,20171,1.63315443905142,4.8283137373023,0,0,10
2007,20171,1.63315443905142,4.79579054559674,0,0,10
2003,20183,1.51204556642545,3.97029191355212,0,0,6
2004,20183,1.51204556642545,3.93182563272433,0,0,6
2005,20183,1.51204556642545,3.63758615972639,0,0,6
2006,20183,1.51204556642545,4.17438726989564,0,0,6
2007,20183,1.51204556642545,4.38202663467388,0,0,6
2003,20205,2.33524587523359,4.79579054559674,0,0,6
2004,20205,2.33524587523359,4.79579054559674,0,0,6
2005,20205,2.33524587523359,4.81218435537242,0,0,6
2006,20205,2.33524587523359,4.94875989037817,0,0,6
2007,20205,2.33524587523359,5.16478597392351,0,0,6
2003,22007,3.15222307031342,4.77912349311153,0,0,6
2004,22007,3.15222307031342,4.83628190695148,0,0,6
2005,22007,3.15222307031342,4.57471097850338,0,0,6
2006,22007,3.15222307031342,4.91998092582813,0,0,6
2007,22007,3.15222307031342,5.07517381523383,0,0,6
2003,22033,6.02308917522617,8.74957394808293,0,0,7
2004,22033,6.02308917522617,8.68016201969438,0,0,7
2005,22033,6.02308917522617,8.68440111040014,0,0,7
2006,22033,6.02308917522617,8.78094111357239,0,0,7
2007,22033,6.02308917522617,8.65782432115598,0,0,7
2003,22045,4.29409665407894,6.65415252018322,0,0,6
2004,22045,4.29409665407894,6.58063913728495,0,0,6
2005,22045,4.29409665407894,6.58202513889283,0,0,6
2006,22045,4.29409665407894,6.76272950693188,0,0,6
2007,22045,4.29409665407894,6.77992190747225,0,0,6
2003,22069,3.66561082717458,5.64190707093811,0,0,7
2004,22069,3.66561082717458,5.53733426701854,0,0,7
2005,22069,3.66561082717458,5.40717177146012,0,0,7
2006,22069,3.66561082717458,5.53733426701854,0,0,7
2007,22069,3.66561082717458,5.78689738136671,0,0,7
2003,22071,6.18347649998489,8.31164394850298,0,0,0
2004,22071,6.18347649998489,8.1371033896393,0,0,0
2005,22071,6.18347649998489,8.14206328310415,0,0,0
2006,22071,6.18347649998489,7.1785454837637,0,0,0
2007,22071,6.18347649998489,7.75147531802146,0,0,0
2003,22073,4.9921318225317,7.51043055637801,0,0,13
2004,22073,4.9921318225317,7.35115822643069,0,0,13
2005,22073,4.9921318225317,7.40367029001237,0,0,13
2006,22073,4.9921318225317,7.45240245122364,0,0,13
2007,22073,4.9921318225317,7.50988306115491,0,0,13
2003,22081,2.26405214327726,4.02535169073515,0,0,13
2004,22081,2.26405214327726,3.78418963391826,0,0,13
2005,22081,2.26405214327726,3.36729582998647,0,0,13
2006,22081,2.26405214327726,3.3322045101752,0,0,13
2007,22081,2.26405214327726,3.3322045101752,0,0,13
2003,22087,4.20810470205826,6.74051935960622,0,0,5
2004,22087,4.20810470205826,6.58892647753352,0,0,5
2005,22087,4.20810470205826,6.5792512120101,0,0,5
2006,22087,4.20810470205826,4.45434729625351,0,0,5
2007,22087,4.20810470205826,5.21493575760899,0,0,5
2003,22091,2.35375337956845,3.2188758248682,0,0,4
2004,22091,2.35375337956845,3.55534806148941,0,0,4
2005,22091,2.35375337956845,3.17805383034795,0,0,4
2006,22091,2.35375337956845,3.3322045101752,0,0,4
2007,22091,2.35375337956845,3.36729582998647,0,0,4
2003,22111,3.12689210625201,5.05624580534831,0,0,9
2004,22111,3.12689210625201,4.69134788222914,0,0,9
2005,22111,3.12689210625201,5.05624580534831,0,0,9
2006,22111,3.12689210625201,4.82028156560504,0,0,9
2007,22111,3.12689210625201,4.88280192258637,0,0,9
2003,22115,3.96140347152558,5.605802066296,0,0,7
2004,22115,3.96140347152558,5.64544689764324,0,0,7
2005,22115,3.96140347152558,5.65599181081985,0,0,7
2006,22115,3.96140347152558,5.74620319054015,0,0,7
2007,22115,3.96140347152558,5.78382518232974,0,0,7
2003,22119,3.73363769145571,5.69709348650541,0,0,12
2004,22119,3.73363769145571,5.46806014113513,0,0,12
2005,22119,3.73363769145571,5.61677109766657,0,0,12
2006,22119,3.73363769145571,5.57594910314632,0,0,12
2007,22119,3.73363769145571,5.81413053182507,0,0,12
2003,24009,4.31164440561939,7.02553831463852,2007,1,14
2004,24009,4.31164440561939,7.14677217945264,2007,1,14
2005,24009,4.31164440561939,7.16162200293919,2007,1,14
2006,24009,4.31164440561939,7.1066061377273,2007,1,14
2007,24009,4.31164440561939,7.1929342212158,2007,1,14
2003,24015,4.4537773664325,7.04053639021596,2007,1,5
2004,24015,4.4537773664325,7.15305163493748,2007,1,5
2005,24015,4.4537773664325,7.14440718032114,2007,1,5
2006,24015,4.4537773664325,7.18841273649695,2007,1,5
2007,24015,4.4537773664325,7.11151211649616,2007,1,5
2003,24017,4.79203142282408,7.68017564043659,2007,1,2
2004,24017,4.79203142282408,7.69256964806791,2007,1,2
2005,24017,4.79203142282408,7.69074316354187,2007,1,2
2006,24017,4.79203142282408,7.75491027202143,2007,1,2
2007,24017,4.79203142282408,7.75619534394812,2007,1,2
2003,24021,5.27441906341037,8.31016902198191,2007,1,6
2004,24021,5.27441906341037,8.36264243156764,2007,1,6
2005,24021,5.27441906341037,8.30819906320645,2007,1,6
2006,24021,5.27441906341037,8.32748441618826,2007,1,6
2007,24021,5.27441906341037,8.28803156777646,2007,1,6
2003,24027,5.5127914463584,8.76826314537129,2007,1,9
2004,24027,5.5127914463584,8.74273386733017,2007,1,9
2005,24027,5.5127914463584,8.67077227934454,2007,1,9
2006,24027,5.5127914463584,8.71719093322314,2007,1,9
2007,24027,5.5127914463584,8.75131624677346,2007,1,9
2003,24033,6.68650368678403,9.10830764641103,2007,1,9
2004,24033,6.68650368678403,9.14034700015565,2007,1,9
2005,24033,6.68650368678403,9.17232692977797,2007,1,9
2006,24033,6.68650368678403,9.17926241640532,2007,1,9
2007,24033,6.68650368678403,9.15567297063387,2007,1,9
2003,26005,4.66027371221412,7.1693500166706,2007,1,12
2004,26005,4.66027371221412,7.15773548424991,2007,1,12
2005,26005,4.66027371221412,7.10578612948127,2007,1,12
2006,26005,4.66027371221412,7.05185562295589,2007,1,12
2007,26005,4.66027371221412,6.98749024700099,2007,1,12
2003,26015,4.0387437582073,6.34388043412633,2007,1,5
2004,26015,4.0387437582073,6.25190388316589,2007,1,5
2005,26015,4.0387437582073,6.28599809450887,2007,1,5
2006,26015,4.0387437582073,6.18001665365257,2007,1,5
2007,26015,4.0387437582073,6.19440539110467,2007,1,5
2003,26027,3.9338627720326,5.42053499927229,2007,1,12
2004,26027,3.9338627720326,5.62401750618734,2007,1,12
2005,26027,3.9338627720326,5.72358510195238,2007,1,12
2006,26027,3.9338627720326,5.58724865840025,2007,1,12
2007,26027,3.9338627720326,5.27299955856375,2007,1,12
2003,26031,3.27518054107867,5.27811465923052,2007,1,2
2004,26031,3.27518054107867,5.12989871492307,2007,1,2
2005,26031,3.27518054107867,5.12989871492307,2007,1,2
2006,26031,3.27518054107867,5.11198778835654,2007,1,2
2007,26031,3.27518054107867,4.99721227376412,2007,1,2
2003,26041,3.65117758692993,6.31173480915292,2007,1,2
2004,26041,3.65117758692993,6.32076829425058,2007,1,2
2005,26041,3.65117758692993,6.25766758788264,2007,1,2
2006,26041,3.65117758692993,6.25382881157547,2007,1,2
2007,26041,3.65117758692993,6.13988455222626,2007,1,2
2003,26057,3.74443241323419,6.13988455222626,2007,1,5
2004,26057,3.74443241323419,6.09582456243223,2007,1,5
2005,26057,3.74443241323419,6.25190388316589,2007,1,5
2006,26057,3.74443241323419,6.12249280951439,2007,1,5
2007,26057,3.74443241323419,5.92692602597041,2007,1,5
2003,26061,3.58396328416438,6.42648845745769,2007,1,6
2004,26061,3.58396328416438,6.40025744530882,2007,1,6
2005,26061,3.58396328416438,6.33859407820318,2007,1,6
2006,26061,3.58396328416438,6.22851100359118,2007,1,6
2007,26061,3.58396328416438,6.13556489108174,2007,1,6
2003,26065,5.63235807797784,8.4142741374084,2007,1,11
2004,26065,5.63235807797784,8.33254893925264,2007,1,11
2005,26065,5.63235807797784,8.24643378616037,2007,1,11
2006,26065,5.63235807797784,8.21283958467648,2007,1,11
2007,26065,5.63235807797784,8.16365617616843,2007,1,11
2003,26073,4.14869069196221,6.73933662735717,2007,1,6
2004,26073,4.14869069196221,6.59850902861452,2007,1,6
2005,26073,4.14869069196221,6.68586094706836,2007,1,6
2006,26073,4.14869069196221,6.53087762772589,2007,1,6
2007,26073,4.14869069196221,6.51025834052315,2007,1,6
2003,26085,2.42771882375081,3.66356164612965,2007,1,8
2004,26085,2.42771882375081,3.40119738166216,2007,1,8
2005,26085,2.42771882375081,3.63758615972639,2007,1,8
2006,26085,2.42771882375081,3.2188758248682,2007,1,8
2007,26085,2.42771882375081,3.36729582998647,2007,1,8
2003,26089,3.05017310923224,5.64190707093811,2007,1,11
2004,26089,3.05017310923224,5.52942908751142,2007,1,11
2005,26089,3.05017310923224,5.47227067367148,2007,1,11
2006,26089,3.05017310923224,5.28320372873799,2007,1,11
2007,26089,3.05017310923224,5.34233425196481,2007,1,11
2003,26105,3.34194265444484,5.75890177387728,2007,1,11
2004,26105,3.34194265444484,5.59842195899838,2007,1,11
2005,26105,3.34194265444484,5.75574221358691,2007,1,11
2006,26105,3.34194265444484,5.61312810638807,2007,1,11
2007,26105,3.34194265444484,5.52942908751142,2007,1,11
2003,26127,3.29112206507397,5.52942908751142,2007,1,11
2004,26127,3.29112206507397,5.51745289646471,2007,1,11
2005,26127,3.29112206507397,5.54907608489522,2007,1,11
2006,26127,3.29112206507397,5.39362754635236,2007,1,11
2007,26127,3.29112206507397,5.37527840768417,2007,1,11
2003,26129,3.07477448089394,5.74300318780948,2007,1,3
2004,26129,3.07477448089394,5.75574221358691,2007,1,3
2005,26129,3.07477448089394,5.75890177387728,2007,1,3
2006,26129,3.07477448089394,5.5683445037611,2007,1,3
2007,26129,3.07477448089394,5.52942908751142,2007,1,3
2003,26137,3.14849627810562,6.2363695902037,2007,1,0
2004,26137,3.14849627810562,6.22851100359118,2007,1,0
2005,26137,3.14849627810562,6.18620862390049,2007,1,0
2006,26137,3.14849627810562,6.10479323241499,2007,1,0
2007,26137,3.14849627810562,5.94542060860658,2007,1,0
2003,26149,4.13391777734183,6.62273632394984,2007,1,5
2004,26149,4.13391777734183,6.45204895443723,2007,1,5
2005,26149,4.13391777734183,6.50727771238501,2007,1,5
2006,26149,4.13391777734183,6.41836493593621,2007,1,5
2007,26149,4.13391777734183,6.36990098282823,2007,1,5
2003,27005,3.40119738166216,6.84374994900623,2006,1,13
2004,27005,3.40119738166216,6.76157276880406,2006,1,13
2005,27005,3.40119738166216,6.78671695060508,2006,1,13
2006,27005,3.40119738166216,6.96790920180188,2006,1,13
2007,27005,3.40119738166216,6.91075078796194,2006,1,13
2003,27009,3.53298558915526,6.52356230614951,2006,1,6
2004,27009,3.53298558915526,6.45362499889269,2006,1,6
2005,27009,3.53298558915526,6.47697236288968,2006,1,6
2006,27009,3.53298558915526,6.51767127291228,2006,1,6
2007,27009,3.53298558915526,6.41673228251233,2006,1,6
2003,27023,2.57169577986039,5.79301360838414,2006,1,12
2004,27023,2.57169577986039,5.65599181081985,2006,1,12
2005,27023,2.57169577986039,5.79909265446053,2006,1,12
2006,27023,2.57169577986039,5.69709348650541,2006,1,12
2007,27023,2.57169577986039,5.72358510195238,2006,1,12
2003,27035,4.00913156717385,7.4899708988348,2006,1,3
2004,27035,4.00913156717385,7.22983877815125,2006,1,3
2005,27035,4.00913156717385,7.30114780585603,2006,1,3
2006,27035,4.00913156717385,7.39510754656249,2006,1,3
2007,27035,4.00913156717385,7.22329567956231,2006,1,3
2003,27043,2.78383771441767,5.57594910314632,2006,1,5
2004,27043,2.78383771441767,5.39362754635236,2006,1,5
2005,27043,2.78383771441767,5.54907608489522,2006,1,5
2006,27043,2.78383771441767,5.46383180502561,2006,1,5
2007,27043,2.78383771441767,5.41164605185504,2006,1,5
2003,27049,3.78707184000532,7.2991214627108,2006,1,1
2004,27049,3.78707184000532,7.03174125876313,2006,1,1
2005,27049,3.78707184000532,6.93731408122368,2006,1,1
2006,27049,3.78707184000532,6.96979066990159,2006,1,1
2007,27049,3.78707184000532,6.95844839329766,2006,1,1
2003,27051,1.83880207556137,4.54329478227,2006,1,0
2004,27051,1.83880207556137,4.49980967033027,2006,1,0
2005,27051,1.83880207556137,4.33073334028633,2006,1,0
2006,27051,1.83880207556137,4.44265125649032,2006,1,0
2007,27051,1.83880207556137,4.06044301054642,2006,1,0
2003,27055,2.98153192415285,5.77765232322266,2006,1,3
2004,27055,2.98153192415285,5.74300318780948,2006,1,3
2005,27055,2.98153192415285,5.73979291217923,2006,1,3
2006,27055,2.98153192415285,5.71373280550937,2006,1,3
2007,27055,2.98153192415285,5.66296048013595,2006,1,3
2003,27091,3.08200170870617,6.30991827822652,2006,1,7
2004,27091,3.08200170870617,6.28785856016178,2006,1,7
2005,27091,3.08200170870617,6.3578422665081,2006,1,7
2006,27091,3.08200170870617,6.40522845803084,2006,1,7
2007,27091,3.08200170870617,6.3456363608286,2006,1,7
2003,27115,3.27827616814965,6.12686918411419,2006,1,12
2004,27115,3.27827616814965,6.12468339089421,2006,1,12
2005,27115,3.27827616814965,6.09582456243223,2006,1,12
